Produto;Modalidade de acesso;Tipo;CapEx acesso;Velocidade;Tipo de velocidade;Prontidão do Acesso PtP;Tabela regional;12 meses;24 meses;36 meses;48 meses;60 meses
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;03. RJ-Capital;R$ 480,88;R$ 383,80;R$ 342,97;R$ 303,76;R$ 271,70
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 444,14;R$ 348,84;R$ 309,67;R$ 273,64;R$ 244,55
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;06. PR/ES-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 465,63;R$ 369,29;R$ 329,15;R$ 291,25;R$ 260,43
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;08. SP/RJ-Interior;R$ 599,49;R$ 452,92;R$ 395,45;R$ 347,36;R$ 309,76
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;09. SC/ES-Interior;R$ 590,59;R$ 444,45;R$ 387,38;R$ 340,06;R$ 303,19
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 573,36;R$ 428,05;R$ 371,76;R$ 325,93;R$ 290,45
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 590,59;R$ 444,45;R$ 387,38;R$ 340,06;R$ 303,19
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 597,98;R$ 451,48;R$ 394,08;R$ 346,12;R$ 308,65
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;13. RJ-Metro;R$ 593,72;R$ 447,43;R$ 390,22;R$ 342,63;R$ 305,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 579,25;R$ 433,66;R$ 377,10;R$ 330,76;R$ 294,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 561,97;R$ 417,21;R$ 361,44;R$ 316,59;R$ 282,04
MPLS;Ponto a ponto;Acesso+porta;Com PMT;14;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 579,25;R$ 433,66;R$ 377,10;R$ 330,76;R$ 294,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.072,99;R$ 685,43;R$ 550,38;R$ 468,19;R$ 412,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.163,02;R$ 738,26;R$ 590,68;R$ 501,74;R$ 441,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.125,55;R$ 735,44;R$ 598,00;R$ 511,28;R$ 451,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 902,45;R$ 598,83;R$ 490,99;R$ 421,17;R$ 372,26
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.137,17;R$ 733,89;R$ 592,68;R$ 505,35;R$ 445,64
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.186,98;R$ 761,06;R$ 612,39;R$ 521,39;R$ 459,52
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.199,79;R$ 773,25;R$ 623,99;R$ 531,89;R$ 468,98
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.244,17;R$ 804,56;R$ 650,48;R$ 554,88;R$ 489,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.324,75;R$ 848,41;R$ 682,23;R$ 580,69;R$ 511,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.257,70;R$ 804,84;R$ 646,90;R$ 550,53;R$ 485,12
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.324,75;R$ 848,41;R$ 682,23;R$ 580,69;R$ 511,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.288,77;R$ 834,39;R$ 675,05;R$ 575,99;R$ 508,07
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.238,40;R$ 799,07;R$ 645,25;R$ 550,15;R$ 485,14
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.308,83;R$ 833,26;R$ 667,80;R$ 567,64;R$ 499,97
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.241,73;R$ 789,64;R$ 632,43;R$ 537,44;R$ 473,32
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.259,02;R$ 806,09;R$ 648,10;R$ 551,61;R$ 486,09
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;01. SP-Capital;R$ 428,32;R$ 333,78;R$ 295,34;R$ 260,67;R$ 232,87
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;02. MG-Capital;R$ 437,50;R$ 342,52;R$ 303,66;R$ 268,19;R$ 239,65
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;03. RJ-Capital;R$ 480,88;R$ 383,80;R$ 342,97;R$ 303,76;R$ 271,70
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 444,14;R$ 348,84;R$ 309,67;R$ 273,64;R$ 244,55
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;06. PR/ES-Capital;R$ 461,46;R$ 365,32;R$ 325,37;R$ 287,84;R$ 257,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 474,27;R$ 377,51;R$ 336,97;R$ 298,34;R$ 266,82
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;08. SP/RJ-Interior;R$ 599,49;R$ 452,92;R$ 395,45;R$ 347,36;R$ 309,76
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;09. SC/ES-Interior;R$ 599,23;R$ 452,67;R$ 395,21;R$ 347,14;R$ 309,57
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 582,00;R$ 436,27;R$ 379,59;R$ 333,01;R$ 296,84
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 599,23;R$ 452,67;R$ 395,21;R$ 347,14;R$ 309,57
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 613,06;R$ 465,83;R$ 407,74;R$ 358,48;R$ 319,79
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;13. RJ-Metro;R$ 593,72;R$ 447,43;R$ 390,22;R$ 342,63;R$ 305,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 583,31;R$ 437,52;R$ 380,78;R$ 334,09;R$ 297,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 566,03;R$ 421,07;R$ 365,12;R$ 319,92;R$ 285,04
MPLS;Ponto a ponto;Acesso+porta;Com PMT;16;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 583,31;R$ 437,52;R$ 380,78;R$ 334,09;R$ 297,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.072,99;R$ 685,43;R$ 550,38;R$ 468,19;R$ 412,50
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.163,02;R$ 738,26;R$ 590,68;R$ 501,74;R$ 441,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.125,55;R$ 735,44;R$ 598,00;R$ 511,28;R$ 451,34
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 911,98;R$ 607,89;R$ 499,62;R$ 428,98;R$ 379,30
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.146,69;R$ 742,96;R$ 601,32;R$ 513,16;R$ 452,68
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.196,51;R$ 770,13;R$ 621,02;R$ 529,20;R$ 466,56
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.222,18;R$ 794,55;R$ 644,28;R$ 550,24;R$ 485,53
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.253,69;R$ 813,62;R$ 659,11;R$ 562,69;R$ 496,44
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.347,14;R$ 869,71;R$ 702,51;R$ 599,05;R$ 528,28
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.280,09;R$ 826,14;R$ 667,19;R$ 568,88;R$ 501,66
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.347,14;R$ 869,71;R$ 702,51;R$ 599,05;R$ 528,28
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.318,92;R$ 863,09;R$ 702,37;R$ 600,71;R$ 530,35
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.242,88;R$ 803,33;R$ 649,31;R$ 553,82;R$ 488,45
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.324,40;R$ 848,08;R$ 681,91;R$ 580,41;R$ 511,48
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.257,30;R$ 804,46;R$ 646,54;R$ 550,20;R$ 484,83
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.274,59;R$ 820,90;R$ 662,20;R$ 564,37;R$ 497,60
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;01. SP-Capital;R$ 428,32;R$ 333,78;R$ 295,34;R$ 260,67;R$ 232,87
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;02. MG-Capital;R$ 437,50;R$ 342,52;R$ 303,66;R$ 268,19;R$ 239,65
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;03. RJ-Capital;R$ 480,88;R$ 383,80;R$ 342,97;R$ 303,76;R$ 271,70
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 453,66;R$ 357,90;R$ 318,31;R$ 281,44;R$ 251,59
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 470,99;R$ 374,39;R$ 334,00;R$ 295,65;R$ 264,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;06. PR/ES-Capital;R$ 470,99;R$ 374,39;R$ 334,00;R$ 295,65;R$ 264,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 496,66;R$ 398,81;R$ 357,26;R$ 316,69;R$ 283,36
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;08. SP/RJ-Interior;R$ 609,02;R$ 461,98;R$ 404,08;R$ 355,17;R$ 316,80
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;09. SC/ES-Interior;R$ 621,62;R$ 473,97;R$ 415,49;R$ 365,50;R$ 326,11
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 604,39;R$ 457,57;R$ 399,88;R$ 351,37;R$ 313,38
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 621,62;R$ 473,97;R$ 415,49;R$ 365,50;R$ 326,11
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 643,22;R$ 494,52;R$ 435,06;R$ 383,20;R$ 342,07
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;13. RJ-Metro;R$ 598,20;R$ 451,69;R$ 394,28;R$ 346,30;R$ 308,81
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 598,88;R$ 452,34;R$ 394,89;R$ 346,86;R$ 309,31
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 581,60;R$ 435,89;R$ 379,23;R$ 332,69;R$ 296,54
MPLS;Ponto a ponto;Acesso+porta;Com PMT;20;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 598,88;R$ 452,34;R$ 394,89;R$ 346,86;R$ 309,31
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.073,95;R$ 686,33;R$ 551,24;R$ 468,98;R$ 413,21
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.170,88;R$ 745,74;R$ 597,80;R$ 508,19;R$ 447,62
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.133,42;R$ 742,92;R$ 605,13;R$ 517,73;R$ 457,15
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 925,61;R$ 620,87;R$ 511,97;R$ 440,16;R$ 389,38
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.160,27;R$ 755,87;R$ 613,62;R$ 524,29;R$ 462,71
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.210,08;R$ 783,04;R$ 633,32;R$ 540,33;R$ 476,59
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.244,56;R$ 815,85;R$ 664,56;R$ 568,59;R$ 502,07
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.267,27;R$ 826,54;R$ 671,41;R$ 573,82;R$ 506,47
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.369,53;R$ 891,01;R$ 722,80;R$ 617,40;R$ 544,82
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.302,48;R$ 847,44;R$ 687,47;R$ 587,23;R$ 518,21
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.369,53;R$ 891,01;R$ 722,80;R$ 617,40;R$ 544,82
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.349,22;R$ 891,92;R$ 729,82;R$ 625,55;R$ 552,74
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.253,42;R$ 813,37;R$ 658,87;R$ 562,47;R$ 496,24
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.342,12;R$ 864,93;R$ 697,96;R$ 594,93;R$ 524,57
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.275,05;R$ 821,35;R$ 662,62;R$ 564,75;R$ 497,94
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.292,30;R$ 837,76;R$ 678,26;R$ 578,89;R$ 510,69
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;01. SP-Capital;R$ 429,27;R$ 334,69;R$ 296,21;R$ 261,45;R$ 233,57
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;02. MG-Capital;R$ 445,36;R$ 350,00;R$ 310,78;R$ 274,64;R$ 245,46
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;03. RJ-Capital;R$ 488,74;R$ 391,28;R$ 350,09;R$ 310,20;R$ 277,51
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 467,30;R$ 370,88;R$ 330,66;R$ 292,62;R$ 261,67
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 484,57;R$ 387,31;R$ 346,30;R$ 306,78;R$ 274,43
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;06. PR/ES-Capital;R$ 484,57;R$ 387,31;R$ 346,30;R$ 306,78;R$ 274,43
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 519,05;R$ 420,12;R$ 377,54;R$ 335,04;R$ 299,90
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;08. SP/RJ-Interior;R$ 622,60;R$ 474,90;R$ 416,38;R$ 366,29;R$ 326,83
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;09. SC/ES-Interior;R$ 644,01;R$ 495,28;R$ 435,78;R$ 383,85;R$ 342,66
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 626,77;R$ 478,88;R$ 420,16;R$ 369,72;R$ 329,92
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;11. PR/MG/RS-Interior;R$ 644,01;R$ 495,28;R$ 435,78;R$ 383,85;R$ 342,66
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 673,51;R$ 523,35;R$ 462,51;R$ 408,04;R$ 364,46
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;13. RJ-Metro;R$ 608,75;R$ 461,73;R$ 403,83;R$ 354,95;R$ 316,60
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 616,60;R$ 469,20;R$ 410,94;R$ 361,38;R$ 322,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 599,35;R$ 452,78;R$ 395,31;R$ 347,24;R$ 309,66
MPLS;Ponto a ponto;Acesso+porta;Com PMT;24;Simétrico;On-net;16. MT/PA/MA - zona de interesse;R$ 616,60;R$ 469,20;R$ 410,94;R$ 361,38;R$ 322,40
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.084,82;R$ 696,68;R$ 561,09;R$ 477,89;R$ 421,24
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;02. MG-Capital;R$ 1.184,71;R$ 758,90;R$ 610,33;R$ 519,53;R$ 457,84
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.147,25;R$ 756,08;R$ 617,66;R$ 529,06;R$ 467,37
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 946,26;R$ 640,51;R$ 530,68;R$ 457,08;R$ 404,63
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.180,88;R$ 775,49;R$ 632,29;R$ 541,19;R$ 477,94
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 1.230,70;R$ 802,66;R$ 652,00;R$ 557,23;R$ 491,82
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 1.278,15;R$ 847,81;R$ 694,99;R$ 596,12;R$ 526,88
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 1.287,72;R$ 846,00;R$ 689,94;R$ 590,59;R$ 521,58
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 1.403,11;R$ 922,97;R$ 753,22;R$ 644,93;R$ 569,64
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 1.336,06;R$ 879,40;R$ 717,90;R$ 614,76;R$ 543,02
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 1.403,11;R$ 922,97;R$ 753,22;R$ 644,93;R$ 569,64
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.394,99;R$ 935,47;R$ 771,29;R$ 663,07;R$ 586,56
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 1.270,37;R$ 829,49;R$ 674,22;R$ 576,36;R$ 508,76
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 1.368,83;R$ 890,35;R$ 722,16;R$ 616,83;R$ 544,30
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 1.301,78;R$ 846,78;R$ 686,84;R$ 586,66;R$ 517,69
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 1.319,01;R$ 863,18;R$ 702,46;R$ 600,79;R$ 530,42
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;01. SP-Capital;R$ 440,14;R$ 345,04;R$ 306,06;R$ 270,36;R$ 241,60
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;02. MG-Capital;R$ 459,19;R$ 363,16;R$ 323,31;R$ 285,98;R$ 255,68
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;03. RJ-Capital;R$ 502,57;R$ 404,44;R$ 362,62;R$ 321,54;R$ 287,73
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;04. Nordeste-Capital (exceto MA);R$ 487,94;R$ 390,52;R$ 349,36;R$ 309,55;R$ 276,92
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;05. DF/GO/SC-Capital;R$ 505,18;R$ 406,92;R$ 364,98;R$ 323,67;R$ 289,66
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;06. PR/ES-Capital;R$ 505,18;R$ 406,92;R$ 364,98;R$ 323,67;R$ 289,66
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 552,63;R$ 452,07;R$ 407,97;R$ 362,57;R$ 324,72
MPLS;Ponto a ponto;Acesso+porta;Com PMT;30;Simétrico;On-net;08. SP/RJ-Interior;R$ 643,05;R$ 494,36;R$ 434,91;R$ 383,06;R$ 341,95
